generation,N_shifts,logPrior,logLik,eventRate,acceptRate
13090000,43,2.60304,-6923.81,50.6623,0.424
13095000,48,-8.72152,-6928.66,52.8862,0.4555
13100000,42,0.582394,-6923.23,43.9129,0.428
13105000,39,-4.66701,-6934.58,36.8413,0.425
13110000,35,2.15871,-6938.02,31.409,0.4205
13115000,35,3.69101,-6946.68,31.5948,0.416
13120000,37,0.0425806,-6961.78,32.4213,0.453
13125000,34,-0.305949,-6950.35,26.6797,0.427
13130000,39,1.33106,-6948.19,40.5928,0.429333
13135000,38,5.71925,-6947.85,40.3558,0.438462
13140000,42,-0.0941402,-6942.78,29.7008,0.444833
13145000,45,-2.03768,-6937.97,44.4468,0.445
13150000,47,4.22024,-6937.08,56.281,0.4805
13155000,41,0.741986,-6950.62,54.2011,0.458
13160000,36,-0.795867,-6922.89,40.2508,0.44
13165000,38,-8.16889,-6922,32.491,0.421
13170000,35,-3.99881,-6959.26,29.1984,0.393
13175000,43,1.65262,-6917.14,48.2593,0.467
13180000,41,0.149844,-6912.5,53.2407,0.457
13185000,43,-1.41093,-6925.67,34.692,0.432
13190000,37,5.30224,-6960.56,49.3569,0.411
13195000,43,1.36114,-6946.52,47.1359,0.453
13200000,35,-0.57213,-6951.41,31.2982,0.434
13205000,29,3.44878,-6956.13,23.0103,0.425875
13210000,33,-2.27136,-6938.19,38.0998,0.389
13215000,29,6.66969,-6965.03,31.6348,0.408
13220000,36,9.76885,-6958.5,38.3201,0.456
13225000,37,6.93054,-6939.73,31.0815,0.4485
13230000,43,2.63481,-6932.87,52.7339,0.423
13235000,42,6.0742,-6920.34,38.7028,0.447
13240000,41,-4.1948,-6949.75,43.1308,0.418
13245000,37,-1.44191,-6944.93,35.2346,0.417
13250000,38,7.26828,-6956.51,29.7784,0.453
13255000,35,2.10344,-6943.34,32.6938,0.414
13260000,40,7.01716,-6938.69,40.2782,0.464
13265000,42,3.06861,-6941.45,51.4234,0.442
13270000,47,4.79064,-6922.83,54.432,0.469
13275000,37,-3.22341,-6942.67,41.396,0.454364
13280000,41,-6.23502,-6941.36,42.0874,0.435
13285000,36,0.4942,-6943.76,40.5815,0.427333
13290000,42,-7.10215,-6922.68,41.7807,0.442
13295000,38,0.592981,-6934.17,29.5641,0.449
13300000,33,-2.71187,-6961.9,34.0116,0.391
13305000,38,-1.83969,-6925.31,21.8488,0.401
13310000,36,-1.17823,-6936.19,36.3671,0.427737
13315000,41,-0.765812,-6925.99,38.6825,0.431
13320000,39,3.17092,-6929.66,33.5869,0.436889
13325000,32,-7.56232,-6963.04,41.0847,0.404
13330000,40,-2.71412,-6927.6,39.0768,0.4382
13335000,39,1.10143,-6917.24,33.9618,0.4425
13340000,41,3.43068,-6928.36,34.4187,0.42425
13345000,37,-6.03711,-6930.2,37.4282,0.442429
13350000,35,-2.02011,-6954.12,31.6478,0.44
13355000,42,2.01534,-6916.83,41.2546,0.428
13360000,47,0.368092,-6921.29,46.6861,0.446455
13365000,49,4.65315,-6921.13,44.7473,0.484
13370000,49,8.60941,-6922.17,56.1334,0.469
13375000,43,-6.14978,-6928.98,36.4336,0.413
13380000,38,4.81937,-6912.58,38.668,0.451643
13385000,35,-3.3908,-6956.46,39.1633,0.439857
13390000,44,7.48351,-6942.47,46.2825,0.472
13395000,35,-8.51047,-6938.28,28.8725,0.4305
13400000,37,-9.73155,-6944.42,46.7278,0.395
13405000,37,-5.72141,-6932.63,38.9854,0.411
13410000,31,-7.6274,-6954.76,23.3329,0.399
13415000,45,-0.668982,-6939.04,29.8115,0.474
13420000,39,-5.39688,-6942.76,45.6508,0.445
13425000,47,6.02956,-6922.89,50.8659,0.468
13430000,38,-0.11223,-6912.34,39.1159,0.438
13435000,40,1.36396,-6905.43,34.9364,0.449
13440000,44,1.54123,-6917.44,44.2294,0.426
13445000,37,-4.86761,-6949.89,42.4629,0.428263
13450000,33,-4.18315,-6947.04,29.2762,0.4074
13455000,35,-2.37853,-6917.98,28.6071,0.424
13460000,38,-9.01576,-6938.09,39.429,0.431625
13465000,38,-5.6998,-6930.1,38.8523,0.422
13470000,40,-2.15657,-6928.74,33.5505,0.42775
13475000,35,3.73563,-6935.86,35.0803,0.439
13480000,41,2.39886,-6929.26,29.9403,0.403
13485000,38,-7.44101,-6939.78,33.8326,0.403
13490000,41,-7.90292,-6945.15,40.8449,0.4
13495000,46,-9.02116,-6924.68,50.119,0.424154
13500000,48,-1.14455,-6923.43,51.6433,0.434593
13505000,46,1.37841,-6935.54,52.0919,0.453
13510000,45,-2.51124,-6932.58,37.3474,0.42425
13515000,41,2.59398,-6932.88,38.9751,0.45
13520000,30,5.16806,-6969.83,31.6315,0.451462
13525000,43,1.49442,-6936.58,40.2257,0.464
13530000,40,-5.41873,-6940.99,36.8638,0.441
13535000,44,-0.235719,-6928.25,37.1766,0.422
13540000,43,-3.62373,-6936.76,49.2464,0.43
13545000,44,-5.10504,-6932.14,28.7656,0.473
13550000,34,-6.75426,-6948.39,28.7303,0.427286
13555000,39,-3.55152,-6924.99,34.7237,0.436667
13560000,37,-5.67512,-6931.73,41.9626,0.4295
13565000,40,-8.43766,-6918.59,40.2784,0.407
13570000,37,0.00264449,-6926.46,28.9704,0.362
13575000,37,0.00961395,-6935.6,36.7249,0.4
13580000,44,-3.14535,-6930.6,49.7309,0.423667
13585000,48,5.35439,-6909.52,43.4405,0.454333
13590000,41,1.98296,-6933.94,37.4972,0.446
13595000,36,3.54646,-6935.28,39.2406,0.444533
13600000,34,-3.16644,-6931.84,40.5567,0.4336
13605000,41,2.8641,-6924.12,42.4535,0.452
13610000,37,7.67482,-6952.55,35.9743,0.429778
13615000,45,5.93874,-6917.18,41.7525,0.468
13620000,40,0.852588,-6918.97,42.3062,0.406
13625000,36,5.41984,-6935.99,35.3496,0.435
13630000,47,0.14863,-6928.92,47.6296,0.463
13635000,46,2.14841,-6923.98,56.7242,0.441
13640000,47,-6.67931,-6941.92,42.4554,0.468
13645000,44,1.15977,-6931.16,42.9831,0.431
13650000,39,-0.862006,-6926.11,51.5199,0.424
13655000,42,0.81391,-6925.71,51.0022,0.4456
13660000,42,-0.283241,-6923.15,42.694,0.434
13665000,49,7.32371,-6914.55,44.6349,0.4365
13670000,44,1.87324,-6921.65,38.024,0.452
13675000,45,2.59918,-6939.7,45.4494,0.4518
13680000,52,-3.45302,-6918.72,56.252,0.436167
13685000,49,-3.6918,-6979.01,41.0276,0.46825
13690000,43,3.8204,-6924.21,47.189,0.435
13695000,37,-0.255159,-6954.49,41.5901,0.443571
13700000,41,-7.1517,-6925.61,45.279,0.408
13705000,38,1.24617,-6981.71,35.7079,0.446
13710000,42,-4.49253,-6937.18,46.1747,0.452
13715000,29,1.08298,-6965.3,36.6985,0.449
13720000,41,1.78762,-6935.74,40.5194,0.424
13725000,41,7.18103,-6929.47,46.7129,0.4455
13730000,35,0.982057,-6963.16,41.1862,0.432267
13735000,34,-3.36907,-6951.47,36.3668,0.4224
13740000,46,3.05182,-6912.98,63.3267,0.419857
13745000,41,2.8987,-6943.81,35.5698,0.464
13750000,48,-5.721,-6912.4,36.203,0.458111
13755000,42,2.79031,-6945.33,44.5502,0.455167
13760000,40,-9.40715,-6921.29,34.3238,0.45
13765000,35,3.39964,-6949.47,37.8762,0.439545
13770000,49,2.14774,-6940.41,37.6871,0.491
13775000,45,0.603349,-6929.96,49.041,0.434
13780000,40,-0.884416,-6948.49,55.636,0.431
13785000,44,0.789861,-6939.7,57.197,0.4
13790000,40,3.21971,-6943.43,36.6341,0.449
13795000,34,4.35544,-6945.18,42.9035,0.444
13800000,41,0.920015,-6923.13,43.2279,0.452
13805000,27,0.0367894,-6960.66,27.8363,0.426
13810000,40,7.7311,-6943.83,36.4477,0.446833
13815000,44,4.97275,-6959.85,43.2342,0.433
13820000,42,-1.36171,-6945.94,41.4496,0.442
13825000,46,3.80632,-6936.56,54.8693,0.482
13830000,33,1.61349,-6969.45,32.9333,0.44
13835000,41,8.35367,-6940.5,47.9584,0.459
13840000,43,9.99486,-6934.06,39.6688,0.4574
13845000,40,-7.86678,-6938.04,50.07,0.442
13850000,32,4.63856,-6960.87,34.6987,0.472
13855000,41,-3.45751,-6931.09,49.8289,0.444
13860000,31,3.96395,-6968.66,36.3149,0.422706
13865000,44,-2.52439,-6922.02,43.8087,0.438
13870000,37,-2.60147,-6953.37,29.406,0.45
13875000,46,-2.11876,-6912.05,45.274,0.429
13880000,36,3.35257,-6969.82,30.606,0.449
13885000,48,-3.9887,-6911.68,41.0232,0.4522
13890000,46,6.02219,-6931,46.6795,0.444
13895000,44,0.829146,-6915.65,55.3857,0.447
13900000,35,-0.613435,-6969.13,31.4261,0.466
13905000,33,6.27697,-6971.4,34.2678,0.44
13910000,37,5.11144,-6962.36,36.8196,0.437
13915000,36,6.43629,-6970.06,37.1213,0.445
13920000,39,-0.487351,-6914.16,41.3911,0.429
13925000,32,3.97814,-6956,35.3175,0.455
13930000,30,3.51259,-6947.7,23.2724,0.432667
13935000,36,-0.446103,-6941.31,36.2595,0.416
13940000,36,-0.429074,-6954.03,29.5285,0.433563
13945000,34,-5.08636,-6951.8,31.2608,0.4245
13950000,43,-4.26671,-6935.6,38.4176,0.453
13955000,38,-6.56313,-6962.08,42.6016,0.444
13960000,43,-3.44021,-6921.39,50.2295,0.428
13965000,44,-6.3839,-6913.76,34.2926,0.397
13970000,39,3.17127,-6939.39,32.3748,0.389
13975000,40,-0.318451,-6933.15,29.6687,0.448
13980000,42,-0.364158,-6922.28,36.4202,0.4286
13985000,43,-7.9947,-6923.53,52.6558,0.4225
13990000,45,-11.5508,-6914.36,39.3211,0.437
13995000,40,-1.86554,-6941.59,49.9719,0.445545
14000000,43,-7.32514,-6913.45,46.2261,0.384
14005000,38,3.65682,-6951.54,39.5802,0.450222
14010000,35,-3.04485,-6935.13,46.1672,0.452
14015000,40,-4.93135,-6942.53,45.5093,0.4278
14020000,44,4.47634,-6913.91,36.0099,0.437
14025000,46,4.0261,-6934.25,60.8229,0.468
14030000,37,5.8843,-6933.66,36.0027,0.42
14035000,44,4.83092,-6945.29,52.0623,0.464
14040000,44,2.2713,-6932.22,58.7701,0.466
14045000,44,-8.69222,-6944.22,47.5544,0.458
14050000,48,11.1082,-6928.35,50.6982,0.47
14055000,45,-1.57916,-6916.76,61.5229,0.446158
14060000,35,5.56575,-6919.51,21.145,0.458417
14065000,38,1.17037,-6919.37,37.338,0.384
14070000,36,-2.07533,-6956.18,47.854,0.441
14075000,34,5.30896,-6940.79,27.7986,0.449
14080000,36,6.76255,-6931.25,42.4377,0.447
14085000,42,2.4415,-6926.75,42.5609,0.454
14090000,34,-0.334283,-6942.05,36.9868,0.396
14095000,37,-0.46365,-6962.1,47.1521,0.433
14100000,35,3.29926,-6950.45,34.3328,0.421
14105000,36,-6.79319,-6915.61,40.9079,0.425
14110000,34,-8.56245,-6911.06,38.9049,0.392
14115000,34,0.215777,-6939.95,33.8726,0.411
14120000,43,4.4586,-6920.85,43.7665,0.448
14125000,35,1.73952,-6952.12,36.0615,0.42275
14130000,36,-1.12877,-6952.69,34.1688,0.4434
14135000,38,-2.18299,-6944.25,42.622,0.419649
14140000,44,0.920826,-6919.28,50.2618,0.48
14145000,48,6.87997,-6924.41,40.5211,0.453667
14150000,39,0.0347154,-6936.5,30.0555,0.4475
14155000,41,-3.9275,-6939.55,52.1614,0.448
14160000,41,2.30342,-6942.29,38.0738,0.459833
14165000,39,-1.57692,-6939.1,39.9537,0.42
14170000,37,5.06987,-6932.85,42.488,0.398
14175000,36,5.06733,-6928.76,27.6442,0.449
14180000,37,0.143898,-6942.12,36.4588,0.442667
14185000,41,11.0615,-6950.25,42.9645,0.437
14190000,44,-4.16179,-6937.42,37.2395,0.446083
14195000,43,-5.68428,-6944.79,54.0382,0.446
14200000,41,-6.99474,-6929.19,43.4688,0.434
14205000,41,1.01743,-6934.32,42.8227,0.426
14210000,38,-0.30278,-6931.24,31.5828,0.446
14215000,38,-0.806543,-6930.83,36.0099,0.414
14220000,37,5.05552,-6945.93,25.5494,0.414
14225000,34,2.47946,-6945.32,32.9972,0.427857
14230000,40,-5.09684,-6921.07,44.6671,0.427
14235000,39,2.2126,-6939.56,45.9393,0.4335
14240000,35,1.69924,-6942.35,34.6284,0.419
14245000,36,8.50016,-6940.46,33.8915,0.447
14250000,43,5.55457,-6929.98,45.8665,0.488
14255000,41,5.08845,-6943.69,34.5921,0.4364
14260000,43,5.80794,-6916.74,41.6722,0.427
14265000,43,7.16732,-6927.6,41.3524,0.434
14270000,42,7.42001,-6928.75,40.9756,0.47
14275000,48,-3.08528,-6941.96,43.6954,0.4522
14280000,43,5.07394,-6940.17,35.916,0.445886
14285000,42,0.697899,-6945.12,38.3647,0.435667
14290000,41,-6.84893,-6929.96,37.2163,0.443
14295000,41,-9.19333,-6953.19,36.9633,0.4085
14300000,39,-13.0773,-6941.09,48.3494,0.421
14305000,36,2.62309,-6933.98,37.3174,0.438
14310000,35,0.321088,-6940.53,36.4036,0.421
14315000,32,-3.34213,-6938.21,41.5702,0.432583
14320000,38,-7.53357,-6961.88,35.0632,0.4126
14325000,38,7.76891,-6938.88,30.4385,0.411923
14330000,43,-9.72131,-6947.67,43.8989,0.447
14335000,38,11.1905,-6950.29,29.0336,0.447
14340000,41,3.41866,-6954.44,35.1286,0.48
14345000,35,3.02274,-6943.94,33.6708,0.416
14350000,48,1.7845,-6948.62,52.0522,0.467
14355000,49,-11.4004,-6936.73,38.67,0.455667
14360000,43,-4.40569,-6921.14,31.9212,0.433
14365000,44,-14.3957,-6937.72,52.089,0.453
14370000,41,-1.40153,-6943.51,44.5434,0.42
14375000,41,5.13793,-6933.45,51.9701,0.464
14380000,37,2.8298,-6943.03,57.7043,0.446
14385000,36,-10.2891,-6948.06,35.5531,0.408
14390000,34,-4.41531,-6945.35,27.1501,0.413
14395000,36,-0.378785,-6936.09,31.5277,0.4248
14400000,39,-10.5988,-6930.36,47.4273,0.4325
14405000,37,-3.122,-6921.57,39.9808,0.441
14410000,40,-0.936937,-6914.08,44.6444,0.4458
14415000,40,0.184566,-6923.26,28.212,0.421667
14420000,44,-0.117528,-6923.65,44.4781,0.442
14425000,34,-2.28958,-6955.75,23.9438,0.416667
14430000,43,-12.1686,-6938.17,39.0265,0.442667
14435000,40,-5.56861,-6933.22,38.8139,0.4432
14440000,41,-4.18945,-6932.02,45.1725,0.431
14445000,43,-11.8617,-6930.88,50.43,0.458
14450000,38,1.75474,-6940.65,26.6786,0.4335
14455000,40,-0.808681,-6946.19,51.0902,0.48
14460000,44,10.1641,-6947.88,48.7931,0.424
14465000,41,-9.83008,-6917.79,33.7679,0.441
14470000,40,7.15227,-6961,33.2478,0.441
14475000,43,-5.40001,-6922.98,35.5198,0.424
14480000,34,5.52255,-6938.52,30.6666,0.424
14485000,35,6.36562,-6935.62,29.2812,0.425
14490000,34,-3.66418,-6948.24,40.3732,0.412667
14495000,39,5.69665,-6935.52,38.9771,0.443
14500000,41,-0.00514053,-6945.62,35.1337,0.424
14505000,47,-5.12756,-6925.22,58.4801,0.447
14510000,46,-2.40699,-6926.91,47.3435,0.4378
14515000,43,-1.85561,-6924.07,47.0288,0.4379
14520000,45,-3.37108,-6925.45,36.143,0.442
14525000,43,-3.18096,-6917.47,48.6559,0.439
14530000,46,-0.300679,-6909.78,39.1517,0.45
14535000,48,-8.79595,-6922.06,53.7502,0.437
14540000,40,1.74715,-6920.33,33.9481,0.43
14545000,36,3.29102,-6940.64,35.8152,0.403
14550000,44,1.5345,-6921.33,43.9987,0.435769
14555000,41,1.25169,-6922.62,27.2606,0.448
14560000,38,7.96275,-6953.4,47.581,0.424875
14565000,43,-9.10056,-6945.59,43.4228,0.4385
14570000,45,7.04679,-6950.29,52.845,0.47
14575000,42,-1.14287,-6939.55,43.5153,0.443
14580000,43,-3.8802,-6923.95,41.5816,0.4525
14585000,43,7.29135,-6924.77,51.0242,0.447167
14590000,37,12.497,-6931.7,33.3601,0.459
14595000,39,1.7347,-6929.12,32.0007,0.419
14600000,35,2.61445,-6961.02,35.3704,0.443
14605000,35,-5.67285,-6953.45,36.7624,0.419
14610000,40,-0.756161,-6920.92,40.7703,0.424167
14615000,38,4.76048,-6951.06,32.0091,0.461
14620000,35,8.95963,-6958.76,36.4709,0.453
14625000,38,4.34638,-6945.59,29.0077,0.443
14630000,36,-2.04396,-6942.83,30.1356,0.413714
14635000,39,0.044175,-6935.51,44.5612,0.454
14640000,33,-10.3568,-6939.32,27.8901,0.43425
14645000,35,3.83635,-6939.67,34.6343,0.403667
14650000,39,10.0549,-6947.86,39.1016,0.431
14655000,38,8.08789,-6953.74,34.2202,0.447
14660000,42,-0.339459,-6945.67,34.4369,0.447692
14665000,40,-0.882636,-6935.55,41.5357,0.441
14670000,37,-0.308489,-6941.1,30.9211,0.4456
14675000,34,-5.33848,-6941.45,36.3711,0.4044
14680000,39,-4.40572,-6939.23,34.2892,0.458667
14685000,36,-1.84444,-6943.16,26.0039,0.425
14690000,42,6.84734,-6931.99,37.1377,0.419
14695000,36,7.03216,-6954.67,27.7956,0.4215
14700000,36,-3.04024,-6932.36,45.1747,0.4282
14705000,37,-3.10525,-6927.84,30.0356,0.429
14710000,32,-0.831861,-6950.74,30.8761,0.414
14715000,36,-5.5047,-6927.4,33.1157,0.425
14720000,37,-3.48961,-6923.53,38.3107,0.4345
14725000,35,4.11405,-6947.93,30.658,0.449
14730000,36,1.98759,-6935.04,41.3461,0.432333
14735000,41,-10.1851,-6917.97,40.128,0.401
14740000,38,-0.015269,-6932.02,43.0162,0.429
14745000,37,-8.178,-6923.75,49.6543,0.404
14750000,42,-8.17965,-6945.86,54.6815,0.424
14755000,46,-6.00657,-6942.98,45.3443,0.431
14760000,37,-5.6186,-6922.64,40.3995,0.453
14765000,42,8.46922,-6919.58,37.6233,0.389
14770000,37,7.27999,-6946.23,31.6,0.407857
14775000,34,1.87309,-6939.39,39.1304,0.413
14780000,44,3.03938,-6915.95,37.9636,0.461
14785000,45,1.86158,-6930.76,51.7121,0.425
14790000,46,3.3986,-6905.41,46.1006,0.434
14795000,34,-3.71832,-6962.13,38.7034,0.415435
14800000,47,2.72173,-6931.9,53.661,0.448
14805000,38,-0.341294,-6937.55,33.1235,0.407
14810000,43,-10.6364,-6961.21,50.1485,0.4295
14815000,45,-4.82495,-6928.92,51.211,0.438733
14820000,39,3.99229,-6928.83,35.8581,0.452727
14825000,39,3.1446,-6937.11,45.6127,0.4438
14830000,39,-4.4422,-6929.57,43.3896,0.4265
14835000,46,-8.27739,-6932.09,43.7022,0.436111
14840000,39,-2.72127,-6930.84,40.133,0.464
14845000,33,-7.55864,-6932.5,39.8042,0.433
14850000,33,3.48052,-6914.61,40.3485,0.412
14855000,35,-7.57739,-6926.59,30.6711,0.453
14860000,36,-1.71922,-6929.66,28.9146,0.423
14865000,34,-10.2711,-6960.53,37.4224,0.4371
14870000,40,-6.97023,-6927.73,39.2311,0.433667
14875000,43,-0.756825,-6936.78,57.3161,0.453333
14880000,40,-7.71022,-6930.13,34.6293,0.404
14885000,37,-3.38479,-6941.54,32.88,0.435
14890000,39,2.00155,-6941.26,40.343,0.443
14895000,36,4.22725,-6936.49,38.7304,0.402
14900000,39,-6.77299,-6929.95,39.989,0.427
14905000,35,-0.00557199,-6934.21,31.2054,0.426667
14910000,43,-9.07505,-6932.53,43.4392,0.415375
14915000,44,8.70651,-6928.59,37.3222,0.445
14920000,41,-6.25251,-6924.3,43.2942,0.441
14925000,48,2.8928,-6927.73,50.0491,0.451
14930000,40,-7.77416,-6938.48,48.5931,0.456
14935000,40,-8.46413,-6940.18,30.1822,0.457
14940000,40,1.93688,-6932.45,48.3588,0.435
14945000,43,3.32603,-6911.74,34.4121,0.427
14950000,39,1.48126,-6932.26,37.9011,0.43225
14955000,44,-2.21831,-6920.55,61.1673,0.441
14960000,40,-0.309968,-6924.53,41.2847,0.442
14965000,42,-2.58718,-6938.66,31.5498,0.439875
14970000,41,5.7764,-6921.67,40.5193,0.469
14975000,50,-0.3139,-6918.36,56.1635,0.449
14980000,43,-3.98642,-6920.99,39.8105,0.423
14985000,46,0.148389,-6918.73,44.2331,0.4592
14990000,38,0.653967,-6925.25,55.581,0.4535
14995000,48,5.96164,-6917.21,49.9359,0.453
15000000,46,-10.2321,-6940.48,58.0439,0.448
15005000,36,-3.37482,-6949.72,35.3504,0.432
15010000,46,-6.37478,-6932.28,44.7273,0.456273
15015000,43,-8.90038,-6934.41,29.4882,0.4374
15020000,42,-7.47177,-6947.22,44.3955,0.450154
15025000,42,-4.33554,-6939.82,29.6375,0.4489
15030000,44,-2.73038,-6929.93,56.0926,0.442
15035000,43,-2.7814,-6924.8,41.9259,0.448
15040000,37,-4.38632,-6930.18,39.7994,0.438818
15045000,41,1.36976,-6942.74,41.9172,0.4438
15050000,43,1.91174,-6939.22,56.464,0.435
15055000,41,-2.78285,-6947.69,35.6682,0.42
15060000,41,3.50846,-6918.14,43.4903,0.4242
15065000,34,-4.21216,-6944.34,44.4917,0.442833
15070000,36,0.833622,-6931.46,30.2016,0.425
15075000,38,-3.19143,-6932.25,43.5689,0.443
15080000,42,2.30373,-6931.3,51.6096,0.404
15085000,40,-1.19159,-6930.7,38.0027,0.435333
15090000,37,-3.1346,-6937.19,36.1959,0.4115
15095000,47,-8.88831,-6929.76,46.5255,0.46
15100000,45,-11.988,-6931.05,51.1898,0.45
15105000,41,1.69881,-6926.52,38.8287,0.472
15110000,45,-7.37895,-6924.39,50.9523,0.452429
15115000,35,5.13093,-6951.96,32.3988,0.446409
15120000,35,-11.0553,-6943.03,35.3615,0.404
15125000,36,0.209836,-6958.29,39.3681,0.42
15130000,35,-2.65524,-6940,34.1669,0.412
15135000,47,8.63435,-6929.71,76.8276,0.445
15140000,39,5.76004,-6920.5,35.144,0.454
15145000,44,3.86538,-6928.21,58.7292,0.4425
15150000,41,-2.46541,-6929.61,41.1586,0.4075
15155000,43,2.96507,-6911.96,31.3933,0.44
15160000,41,-14.3297,-6937.34,50.5045,0.433
15165000,42,2.29239,-6905.77,40.195,0.45425
15170000,36,-0.112793,-6933.75,36.9756,0.426
15175000,36,-0.0389138,-6925.18,40.5491,0.4155
15180000,43,0.453885,-6923.04,41.5308,0.479
15185000,42,7.1825,-6927.99,41.5989,0.441
15190000,39,-8.27606,-6941.66,47.8498,0.443
15195000,43,1.77215,-6934.27,36.2945,0.458333
15200000,47,3.31424,-6938.12,43.5603,0.445
15205000,36,-0.149574,-6929.44,35.4337,0.426
15210000,41,4.68568,-6954.53,49.5787,0.438333
15215000,41,-5.11085,-6937.31,27.5798,0.430857
15220000,43,-0.377445,-6920.61,33.7002,0.44075
15225000,43,6.22512,-6918.14,48.0183,0.43
15230000,39,6.70208,-6935.91,38.4784,0.418
15235000,40,0.525378,-6916.59,46.1806,0.398
15240000,38,1.90577,-6897.34,39.4742,0.423
15245000,34,-1.77643,-6911.9,39.2367,0.4124
15250000,37,1.82688,-6918.82,29.3194,0.413
15255000,39,-8.63014,-6943.63,34.1422,0.398
15260000,45,2.31211,-6902.6,45.6259,0.424
15265000,45,-8.06019,-6927.37,26.4163,0.479
15270000,46,4.49156,-6910.89,54.4073,0.451
15275000,41,6.75038,-6916.83,37.9789,0.442
15280000,40,2.59003,-6928,49.8678,0.44275
15285000,44,1.94278,-6920.41,41.6265,0.44
15290000,39,-1.19413,-6939.3,28.7278,0.452
15295000,40,2.43761,-6925.83,52.1934,0.423
15300000,39,1.92281,-6933.97,38.0364,0.422
15305000,37,0.0411833,-6935.41,32.2329,0.414
15310000,35,2.56698,-6926.01,40.7444,0.42
15315000,42,6.61813,-6941.2,42.3304,0.477
15320000,45,-5.53038,-6942.39,33.6132,0.4528
15325000,41,4.70891,-6934.18,41.1266,0.4514
15330000,40,5.77755,-6926.47,44.2681,0.439156
15335000,33,5.73243,-6920.04,33.5576,0.436333
15340000,38,-4.27085,-6932.3,44.7154,0.407
15345000,37,4.25967,-6935.6,29.1591,0.438
15350000,40,3.49526,-6945.6,32.9253,0.418
15355000,42,-4.31668,-6948.17,33.6216,0.4164
15360000,42,-4.54352,-6920.22,52.6555,0.431
15365000,40,4.61672,-6918.3,43.8696,0.433
15370000,41,10.1834,-6924,36.5409,0.432
15375000,32,-3.54796,-6957.9,27.9099,0.38
15380000,39,-1.30479,-6937.86,36.4006,0.42465
15385000,37,2.83976,-6925.8,36.757,0.408
15390000,39,7.60196,-6924.73,40.4787,0.415
15395000,39,1.97097,-6948.15,40.3541,0.466
15400000,38,6.32202,-6919.98,42.3527,0.443
15405000,42,2.6891,-6929.2,45.2646,0.45
15410000,41,1.59735,-6923.8,35.3094,0.425
15415000,47,8.4859,-6922.41,45.8968,0.457
15420000,37,-0.115336,-6944.22,43.9627,0.407
15425000,37,7.01887,-6924.48,31.4651,0.408
15430000,40,5.63728,-6917.7,37.2126,0.43
15435000,41,-4.14255,-6944,48.2046,0.427
15440000,44,1.27681,-6904.26,46.6638,0.44
15445000,42,0.136661,-6921.2,50.5731,0.449
15450000,50,-0.113156,-6916.28,49.5618,0.452
15455000,36,-0.181618,-6926.23,49.9084,0.404
15460000,41,-11.1595,-6925.94,33.1704,0.409
15465000,37,-0.93948,-6927.38,29.6748,0.4
15470000,44,5.42117,-6923.41,49.7481,0.432
15475000,38,-5.16061,-6943.11,46.624,0.423143
15480000,40,-0.0307764,-6944.02,36.1394,0.414
15485000,36,5.33636,-6928.63,34.8912,0.433667
15490000,38,0.854454,-6932.25,37.445,0.438
15495000,35,3.66146,-6944.73,31.4886,0.418875
15500000,39,0.487904,-6944.85,32.5376,0.453
15505000,40,5.36438,-6938.19,34.9369,0.427
15510000,45,1.84078,-6922.49,47.1416,0.452333
15515000,36,6.73194,-6926.78,29.022,0.451
15520000,40,-6.77967,-6925.62,52.0995,0.42
15525000,45,4.44861,-6916.92,44.6245,0.429
15530000,42,-15.9188,-6931.77,49.9513,0.437789
15535000,39,-0.133756,-6917.45,35.4562,0.43
15540000,43,1.15176,-6939.79,43.5244,0.431
15545000,38,0.61436,-6926.84,30.1765,0.418333
15550000,40,-4.57634,-6934.96,41.5447,0.428111
15555000,44,-5.04248,-6913.94,43.0721,0.423
15560000,41,-5.34131,-6910.57,39.8221,0.438
15565000,37,2.26908,-6942.17,41.6195,0.440083
15570000,41,-2.51636,-6917.4,31.5189,0.393
15575000,32,-3.93596,-6931.64,40.5267,0.394
15580000,36,-0.167305,-6933.33,42.7911,0.38
15585000,43,7.19233,-6927.63,46.662,0.434792
15590000,40,2.61312,-6924.89,51.0459,0.4264
15595000,36,1.77284,-6936.78,32.4083,0.41625
15600000,35,5.89183,-6924.21,28.9831,0.41075
15605000,44,0.425052,-6925.05,38.2917,0.447
15610000,35,-5.79909,-6949.35,27.8271,0.431
15615000,39,-3.23164,-6933.25,28.4352,0.4345
15620000,36,-1.73446,-6951.77,29.8022,0.427333
15625000,29,-6.35537,-6948.9,30.6111,0.384
15630000,33,0.639925,-6937.13,35.1844,0.42
15635000,39,-4.45053,-6965.13,26.413,0.418538
15640000,37,0.102094,-6935.95,41.2651,0.431
15645000,46,7.37913,-6940.34,41.919,0.436
15650000,41,3.19222,-6925.34,41.6145,0.459333
15655000,37,5.96796,-6937.58,44.9876,0.465
15660000,43,-5.83981,-6929.04,40.1401,0.458
15665000,33,-4.25603,-6941.54,30.2362,0.418316
15670000,37,5.42897,-6930.28,33.5181,0.438
15675000,40,0.349893,-6912.47,35.0478,0.422
15680000,36,1.3049,-6950.29,30.4958,0.416143
15685000,32,-4.45284,-6944.79,24.7797,0.43
15690000,39,-3.31121,-6929.3,45.9651,0.4165
15695000,35,1.38868,-6940.6,27.5386,0.393
15700000,35,0.543258,-6933.83,42.3121,0.4095
